region,date_bin_start,year,catch_taxon,catch_name_en,landing_weight_kg,catch_kg
Covalima,01/05/20,2020,RAX,Short bodied mackerel,0,0
Covalima,01/05/20,2020,SDX,Mackerel scad,3.164985271,6267.26867
Covalima,01/05/20,2020,SNA,Snapper/seaperch,0,0
Covalima,01/05/20,2020,TUN,Tuna/Bonito/Other Mackerel,0,0
Covalima,01/06/20,2020,BEN,Long tom,0.001554521,4.115850339
Covalima,01/06/20,2020,CGX,Jacks/Trevally/Other Scad,0.016229867,42.97125391
Covalima,01/06/20,2020,CJX,Fusilier,0,0
Covalima,01/06/20,2020,CLP,Sardines/pilchards,0.357042338,945.3285853
Covalima,01/06/20,2020,FLY,Flying fish,0,0
Covalima,01/06/20,2020,GZP,Garfish,0.001392689,3.687375078
Covalima,01/06/20,2020,LWX,Jobfish,0.001511784,4.002698776
Covalima,01/06/20,2020,MOO,Moonfish,0,0
Covalima,01/06/20,2020,MZZ,Other,0.050858185,134.6554472
Covalima,01/06/20,2020,RAX,Short bodied mackerel,0,0
Covalima,01/06/20,2020,SDX,Mackerel scad,3.407928416,9023.053588
Covalima,01/06/20,2020,SNA,Snapper/seaperch,0,0
Covalima,01/06/20,2020,TUN,Tuna/Bonito/Other Mackerel,0,0
Covalima,01/07/20,2020,BEN,Long tom,0,0
Covalima,01/07/20,2020,CGX,Jacks/Trevally/Other Scad,0.001481087,4.043002887
Covalima,01/07/20,2020,CJX,Fusilier,0,0
Covalima,01/07/20,2020,CLP,Sardines/pilchards,0.507155322,1384.409214
Covalima,01/07/20,2020,FLY,Flying fish,0,0
Covalima,01/07/20,2020,GZP,Garfish,0,0
Covalima,01/07/20,2020,LWX,Jobfish,0,0
Covalima,01/07/20,2020,MOO,Moonfish,0,0
Covalima,01/07/20,2020,MZZ,Other,0.030116622,82.21096656
Covalima,01/07/20,2020,RAX,Short bodied mackerel,0,0
Covalima,01/07/20,2020,SDX,Mackerel scad,2.42734589,6626.056893
Covalima,01/07/20,2020,SNA,Snapper/seaperch,0.128064973,349.5858577
Covalima,01/07/20,2020,TUN,Tuna/Bonito/Other Mackerel,0.008922514,24.35626684
Covalima,01/08/20,2020,BEN,Long tom,7.65E-04,1.73517306
Covalima,01/08/20,2020,CGX,Jacks/Trevally/Other Scad,0.004075475,9.244728514
Covalima,01/08/20,2020,CJX,Fusilier,0,0
Covalima,01/08/20,2020,CLP,Sardines/pilchards,0.243019643,551.2610173
Covalima,01/08/20,2020,FLY,Flying fish,0,0
Covalima,01/08/20,2020,GZP,Garfish,0,0
Covalima,01/08/20,2020,LWX,Jobfish,0.006839024,15.51350929
Covalima,01/08/20,2020,MOO,Moonfish,0,0
Covalima,01/08/20,2020,MZZ,Other,1.203279102,2729.494843
Covalima,01/08/20,2020,RAX,Short bodied mackerel,0,0
Covalima,01/08/20,2020,SDX,Mackerel scad,2.706356958,6139.047331
Covalima,01/08/20,2020,SNA,Snapper/seaperch,0.169221626,383.8590364
Covalima,01/08/20,2020,TUN,Tuna/Bonito/Other Mackerel,0,0
Covalima,01/09/20,2020,BEN,Long tom,0,0
Covalima,01/09/20,2020,CGX,Jacks/Trevally/Other Scad,0.210599652,622.0811992
Covalima,01/09/20,2020,CJX,Fusilier,0,0
Covalima,01/09/20,2020,CLP,Sardines/pilchards,0.240444349,710.2381567
Covalima,01/09/20,2020,FLY,Flying fish,0,0
Covalima,01/09/20,2020,GZP,Garfish,0,0
Covalima,01/09/20,2020,LWX,Jobfish,0.0070475,20.81730565
Covalima,01/09/20,2020,MOO,Moonfish,0,0
Covalima,01/09/20,2020,MZZ,Other,0.019712686,58.22845052
Covalima,01/09/20,2020,RAX,Short bodied mackerel,1.057385464,3123.365166
Covalima,01/09/20,2020,SDX,Mackerel scad,0.991531989,2928.843437
Covalima,01/09/20,2020,SNA,Snapper/seaperch,0.145516515,429.8349381
Covalima,01/09/20,2020,TUN,Tuna/Bonito/Other Mackerel,0.006835397,20.19078364
Covalima,01/10/20,2020,BEN,Long tom,0,0
Covalima,01/10/20,2020,CGX,Jacks/Trevally/Other Scad,0.400755685,1755.632237
Covalima,01/10/20,2020,CJX,Fusilier,0,0
Covalima,01/10/20,2020,CLP,Sardines/pilchards,0.164737319,721.6819612
Covalima,01/10/20,2020,FLY,Flying fish,0,0
Covalima,01/10/20,2020,GZP,Garfish,0,0
Covalima,01/10/20,2020,LWX,Jobfish,0.023922243,104.7986666
Covalima,01/10/20,2020,MOO,Moonfish,3.80E-04,1.665531225
Covalima,01/10/20,2020,MZZ,Other,0.087105438,381.5918776
Covalima,01/10/20,2020,RAX,Short bodied mackerel,1.523185038,6672.775604
Covalima,01/10/20,2020,SDX,Mackerel scad,0.538361264,2358.455356
Covalima,01/10/20,2020,SNA,Snapper/seaperch,0.441753128,1935.234013
Covalima,01/10/20,2020,TUN,Tuna/Bonito/Other Mackerel,0.037646059,164.920018
Covalima,01/11/20,2020,BEN,Long tom,0,0
Covalima,01/11/20,2020,CGX,Jacks/Trevally/Other Scad,0.493791926,2069.038512
Covalima,01/11/20,2020,CJX,Fusilier,0,0
Covalima,01/11/20,2020,CLP,Sardines/pilchards,0.282451524,1183.500681
Covalima,01/11/20,2020,FLY,Flying fish,0,0
Covalima,01/11/20,2020,GZP,Garfish,0,0
Covalima,01/11/20,2020,LWX,Jobfish,0.035095386,147.0532441
Covalima,01/11/20,2020,MOO,Moonfish,0,0
Covalima,01/11/20,2020,MZZ,Other,0.442717147,1855.029981
Covalima,01/11/20,2020,RAX,Short bodied mackerel,0.764821202,3204.678807
Covalima,01/11/20,2020,SDX,Mackerel scad,0.734829845,3079.011965
Covalima,01/11/20,2020,SNA,Snapper/seaperch,0.698819397,2928.124516
Covalima,01/11/20,2020,TUN,Tuna/Bonito/Other Mackerel,0.008227166,34.47266301
Covalima,01/12/20,2020,BEN,Long tom,0,0
Covalima,01/12/20,2020,CGX,Jacks/Trevally/Other Scad,0.100376491,336.8582021
Covalima,01/12/20,2020,CJX,Fusilier,0.011214068,37.63382047
Covalima,01/12/20,2020,CLP,Sardines/pilchards,1.697753694,5697.571697
Covalima,01/12/20,2020,FLY,Flying fish,0.085133123,285.702263
Covalima,01/12/20,2020,GZP,Garfish,0.644783428,2163.859118
Covalima,01/12/20,2020,LWX,Jobfish,0.118980271,399.2915044
Covalima,01/12/20,2020,MOO,Moonfish,0,0
Covalima,01/12/20,2020,MZZ,Other,0.056591914,189.9194729
Covalima,01/12/20,2020,RAX,Short bodied mackerel,0.118551044,397.8510398
Covalima,01/12/20,2020,SDX,Mackerel scad,0.514940093,1728.111747
Covalima,01/12/20,2020,SNA,Snapper/seaperch,0.256519088,860.8645076
Covalima,01/12/20,2020,TUN,Tuna/Bonito/Other Mackerel,0.177658182,596.2114708
Covalima,01/01/21,2021,BEN,Long tom,0,0
Covalima,01/01/21,2021,CGX,Jacks/Trevally/Other Scad,0.278584458,1094.596001
Covalima,01/01/21,2021,CJX,Fusilier,0,0
Covalima,01/01/21,2021,CLP,Sardines/pilchards,1.128436445,4433.779364
Covalima,01/01/21,2021,FLY,Flying fish,0.133248791,523.5525164
Covalima,01/01/21,2021,GZP,Garfish,0,0
Covalima,01/01/21,2021,LWX,Jobfish,0.146915885,577.2523761
Covalima,01/01/21,2021,MOO,Moonfish,0,0
Covalima,01/01/21,2021,MZZ,Other,0.230761803,906.6943252
Covalima,01/01/21,2021,RAX,Short bodied mackerel,0.365271971,1435.20296
Covalima,01/01/21,2021,SDX,Mackerel scad,0.008831862,34.70157829
Covalima,01/01/21,2021,SNA,Snapper/seaperch,0.130205146,511.593624
Covalima,01/01/21,2021,TUN,Tuna/Bonito/Other Mackerel,0.040671017,159.8019242
Covalima,01/02/21,2021,BEN,Long tom,0,0
Covalima,01/02/21,2021,CGX,Jacks/Trevally/Other Scad,0.005734964,19.44383195
Covalima,01/02/21,2021,CJX,Fusilier,0,0
Covalima,01/02/21,2021,CLP,Sardines/pilchards,4.089881766,13866.34335
Covalima,01/02/21,2021,FLY,Flying fish,0.046465054,157.535212
Covalima,01/02/21,2021,GZP,Garfish,0,0
Covalima,01/02/21,2021,LWX,Jobfish,0.003779461,12.81389146
Covalima,01/02/21,2021,MOO,Moonfish,0,0
Covalima,01/02/21,2021,MZZ,Other,0.019614707,66.50174169
Covalima,01/02/21,2021,RAX,Short bodied mackerel,0,0
Covalima,01/02/21,2021,SDX,Mackerel scad,0.029504756,100.0329846
Covalima,01/02/21,2021,SNA,Snapper/seaperch,0.337545114,1144.413633
Covalima,01/02/21,2021,TUN,Tuna/Bonito/Other Mackerel,0.03608406,122.3394698
Covalima,01/03/21,2021,BEN,Long tom,0,0
Covalima,01/03/21,2021,CGX,Jacks/Trevally/Other Scad,0.033349514,132.5193237
Covalima,01/03/21,2021,CJX,Fusilier,0,0
Covalima,01/03/21,2021,CLP,Sardines/pilchards,0.637926563,2534.897432
Covalima,01/03/21,2021,FLY,Flying fish,0.08890097,353.2614166
Covalima,01/03/21,2021,GZP,Garfish,0,0
Covalima,01/03/21,2021,LWX,Jobfish,0.163063382,647.9569484
Covalima,01/03/21,2021,MOO,Moonfish,0,0
Covalima,01/03/21,2021,MZZ,Other,0.142622547,566.7322046
Covalima,01/03/21,2021,RAX,Short bodied mackerel,0.183485983,729.1092339
Covalima,01/03/21,2021,SDX,Mackerel scad,1.331510785,5290.958973
Covalima,01/03/21,2021,SNA,Snapper/seaperch,0.061831644,245.6973648
Covalima,01/03/21,2021,TUN,Tuna/Bonito/Other Mackerel,0.024329096,96.67533448
Covalima,01/04/21,2021,BEN,Long tom,0,0
Covalima,01/04/21,2021,CGX,Jacks/Trevally/Other Scad,0.111725047,317.8056564
Covalima,01/04/21,2021,CJX,Fusilier,0,0
Covalima,01/04/21,2021,CLP,Sardines/pilchards,0.813875007,2315.094847
Covalima,01/04/21,2021,FLY,Flying fish,0,0
Covalima,01/04/21,2021,GZP,Garfish,0,0
Covalima,01/04/21,2021,LWX,Jobfish,0.013643853,38.81040034
Covalima,01/04/21,2021,MOO,Moonfish,0,0
Covalima,01/04/21,2021,MZZ,Other,0.843563421,2399.54454
Covalima,01/04/21,2021,RAX,Short bodied mackerel,0.212318432,603.9469247
Covalima,01/04/21,2021,SDX,Mackerel scad,0.087631637,249.2711394
Covalima,01/04/21,2021,SNA,Snapper/seaperch,0.391163768,1112.678501
Covalima,01/04/21,2021,TUN,Tuna/Bonito/Other Mackerel,0.139033782,395.4862734
Covalima,01/05/21,2021,BEN,Long tom,0,0
Covalima,01/05/21,2021,CGX,Jacks/Trevally/Other Scad,0.357371993,759.9699813
Covalima,01/05/21,2021,CJX,Fusilier,0,0
Covalima,01/05/21,2021,CLP,Sardines/pilchards,1.112972293,2366.793003
Covalima,01/05/21,2021,FLY,Flying fish,0,0
Covalima,01/05/21,2021,GZP,Garfish,0,0
Covalima,01/05/21,2021,LWX,Jobfish,0.00465793,9.905328581
Covalima,01/05/21,2021,MOO,Moonfish,0,0
Covalima,01/05/21,2021,MZZ,Other,0.138010775,293.4870326
Covalima,01/05/21,2021,RAX,Short bodied mackerel,0.852776857,1813.473984
Covalima,01/05/21,2021,SDX,Mackerel scad,0.015692616,33.37115768
Covalima,01/05/21,2021,SNA,Snapper/seaperch,0.05683998,120.8731492
Covalima,01/05/21,2021,TUN,Tuna/Bonito/Other Mackerel,0.051553183,109.6305029
Covalima,01/06/21,2021,BEN,Long tom,0,0
Covalima,01/06/21,2021,CGX,Jacks/Trevally/Other Scad,0.385132466,1029.189428
Covalima,01/06/21,2021,CJX,Fusilier,0,0
Covalima,01/06/21,2021,CLP,Sardines/pilchards,0.638105404,1705.208968
Covalima,01/06/21,2021,FLY,Flying fish,0,0
Covalima,01/06/21,2021,GZP,Garfish,0,0
Covalima,01/06/21,2021,LWX,Jobfish,0.09508602,254.0983572
Covalima,01/06/21,2021,MOO,Moonfish,0,0
Covalima,01/06/21,2021,MZZ,Other,0.040088362,107.1281221
Covalima,01/06/21,2021,RAX,Short bodied mackerel,1.266138979,3383.50299
Covalima,01/06/21,2021,SDX,Mackerel scad,0.019609033,52.40121508
Covalima,01/06/21,2021,SNA,Snapper/seaperch,0.214933524,574.3668219
Covalima,01/06/21,2021,TUN,Tuna/Bonito/Other Mackerel,0.04964669,132.6708406
Covalima,01/07/21,2021,BEN,Long tom,0,0
Covalima,01/07/21,2021,CGX,Jacks/Trevally/Other Scad,0.091576769,256.8028832
Covalima,01/07/21,2021,CJX,Fusilier,0,0
Covalima,01/07/21,2021,CLP,Sardines/pilchards,0.540882165,1516.761309
Covalima,01/07/21,2021,FLY,Flying fish,0,0
Covalima,01/07/21,2021,GZP,Garfish,0,0
Covalima,01/07/21,2021,LWX,Jobfish,0.013325522,37.36790901
Covalima,01/07/21,2021,MOO,Moonfish,0,0
Covalima,01/07/21,2021,MZZ,Other,0.745961738,2091.852858
Covalima,01/07/21,2021,RAX,Short bodied mackerel,0.811918687,2276.811716
Covalima,01/07/21,2021,SDX,Mackerel scad,0.312468432,876.2352681
Covalima,01/07/21,2021,SNA,Snapper/seaperch,0.814773459,2284.817172
Covalima,01/07/21,2021,TUN,Tuna/Bonito/Other Mackerel,0.117970217,330.8163455
Covalima,01/08/21,2021,BEN,Long tom,0,0
Covalima,01/08/21,2021,CGX,Jacks/Trevally/Other Scad,0.099450787,221.4127676
Covalima,01/08/21,2021,CJX,Fusilier,0,0
Covalima,01/08/21,2021,CLP,Sardines/pilchards,0.266274225,592.8209803
Covalima,01/08/21,2021,FLY,Flying fish,0,0
Covalima,01/08/21,2021,GZP,Garfish,0,0
Covalima,01/08/21,2021,LWX,Jobfish,0.049198352,109.5330027
Covalima,01/08/21,2021,MOO,Moonfish,0,0
Covalima,01/08/21,2021,MZZ,Other,1.341787366,2987.295155
Covalima,01/08/21,2021,RAX,Short bodied mackerel,0.688529021,1532.910102
Covalima,01/08/21,2021,SDX,Mackerel scad,0.219730711,489.1985914
Covalima,01/08/21,2021,SNA,Snapper/seaperch,1.199949992,2671.514793
Covalima,01/08/21,2021,TUN,Tuna/Bonito/Other Mackerel,0,0
Covalima,01/09/21,2021,BEN,Long tom,0,0
Covalima,01/09/21,2021,CGX,Jacks/Trevally/Other Scad,0.327211688,906.8561328
Covalima,01/09/21,2021,CJX,Fusilier,0,0
Covalima,01/09/21,2021,CLP,Sardines/pilchards,0.77521898,2148.493199
Covalima,01/09/21,2021,FLY,Flying fish,0,0
Covalima,01/09/21,2021,GZP,Garfish,0,0
Covalima,01/09/21,2021,LWX,Jobfish,0,0
Covalima,01/09/21,2021,MOO,Moonfish,0.001001659,2.776062729
Covalima,01/09/21,2021,MZZ,Other,1.518583368,4208.702474
Covalima,01/09/21,2021,RAX,Short bodied mackerel,0.564046213,1563.235013
Covalima,01/09/21,2021,SDX,Mackerel scad,0.080654854,223.5322022
Covalima,01/09/21,2021,SNA,Snapper/seaperch,2.197273751,6089.669929
Covalima,01/09/21,2021,TUN,Tuna/Bonito/Other Mackerel,0.028521597,79.04664193
Covalima,01/10/21,2021,BEN,Long tom,0,0
Covalima,01/10/21,2021,CGX,Jacks/Trevally/Other Scad,0.110830135,487.8856212
Covalima,01/10/21,2021,CJX,Fusilier,0,0
Covalima,01/10/21,2021,CLP,Sardines/pilchards,0.702081556,3090.635024
Covalima,01/10/21,2021,FLY,Flying fish,0,0
Covalima,01/10/21,2021,GZP,Garfish,0,0
Covalima,01/10/21,2021,LWX,Jobfish,0.012984778,57.16032298
Covalima,01/10/21,2021,MOO,Moonfish,0.044414865,195.5187922
Covalima,01/10/21,2021,MZZ,Other,0.394068055,1734.728
Covalima,01/10/21,2021,RAX,Short bodied mackerel,1.02836668,4526.975606
Covalima,01/10/21,2021,SDX,Mackerel scad,0.134523439,592.1859749
Covalima,01/10/21,2021,SNA,Snapper/seaperch,0.781626696,3440.80089
Covalima,01/10/21,2021,TUN,Tuna/Bonito/Other Mackerel,0.167547821,737.5626949
Covalima,01/11/21,2021,BEN,Long tom,0,0
Covalima,01/11/21,2021,CGX,Jacks/Trevally/Other Scad,0.388388945,1753.343072
Covalima,01/11/21,2021,CJX,Fusilier,0,0
Covalima,01/11/21,2021,CLP,Sardines/pilchards,0.975447413,4403.559852
Covalima,01/11/21,2021,FLY,Flying fish,0.128160453,578.5675565
Covalima,01/11/21,2021,GZP,Garfish,0,0
Covalima,01/11/21,2021,LWX,Jobfish,0.006732165,30.39168393
Covalima,01/11/21,2021,MOO,Moonfish,0.091049194,411.0324878
Covalima,01/11/21,2021,MZZ,Other,0.407694899,1840.497876
Covalima,01/11/21,2021,RAX,Short bodied mackerel,1.135045147,5124.047872
Covalima,01/11/21,2021,SDX,Mackerel scad,0.273597786,1235.12986
Covalima,01/11/21,2021,SNA,Snapper/seaperch,0.548719772,2477.140566
Covalima,01/11/21,2021,TUN,Tuna/Bonito/Other Mackerel,0.004284982,19.34412358
Covalima,01/12/21,2021,BEN,Long tom,0,0
Covalima,01/12/21,2021,CGX,Jacks/Trevally/Other Scad,0.310293399,1100.80042
Covalima,01/12/21,2021,CJX,Fusilier,0,0
Covalima,01/12/21,2021,CLP,Sardines/pilchards,1.67583147,5945.198942
Covalima,01/12/21,2021,FLY,Flying fish,0.144573332,512.890009
Covalima,01/12/21,2021,GZP,Garfish,0,0
Covalima,01/12/21,2021,LWX,Jobfish,0.018571488,65.88442512
Covalima,01/12/21,2021,MOO,Moonfish,0.002576105,9.139017957
Covalima,01/12/21,2021,MZZ,Other,0.251967955,893.8844063
Covalima,01/12/21,2021,RAX,Short bodied mackerel,0.906076537,3214.407515
Covalima,01/12/21,2021,SDX,Mackerel scad,0.034332807,121.7994615
Covalima,01/12/21,2021,SNA,Snapper/seaperch,0.203476023,721.8538717
Covalima,01/12/21,2021,TUN,Tuna/Bonito/Other Mackerel,0,0
Covalima,01/01/22,2022,BEN,Long tom,0,0
Covalima,01/01/22,2022,CGX,Jacks/Trevally/Other Scad,0.446914341,1622.419645
Covalima,01/01/22,2022,CJX,Fusilier,0,0
Covalima,01/01/22,2022,CLP,Sardines/pilchards,0.746451874,2709.821714
Covalima,01/01/22,2022,FLY,Flying fish,0.502014221,1822.447077
Covalima,01/01/22,2022,GZP,Garfish,0,0
Covalima,01/01/22,2022,LWX,Jobfish,0.035007256,127.0857836
Covalima,01/01/22,2022,MOO,Moonfish,0.01848999,67.12365361
Covalima,01/01/22,2022,MZZ,Other,0.351135702,1274.717344
Covalima,01/01/22,2022,RAX,Short bodied mackerel,0.477716471,1734.239691
Covalima,01/01/22,2022,SDX,Mackerel scad,0.052650531,191.1356333
Covalima,01/01/22,2022,SNA,Snapper/seaperch,0.232186408,842.8993107
Covalima,01/01/22,2022,TUN,Tuna/Bonito/Other Mackerel,0.00234216,8.50267233
Covalima,01/02/22,2022,BEN,Long tom,0,0
Covalima,01/02/22,2022,CGX,Jacks/Trevally/Other Scad,0.196173137,663.9919589
Covalima,01/02/22,2022,CJX,Fusilier,0,0
Covalima,01/02/22,2022,CLP,Sardines/pilchards,0.934369972,3162.584622
Covalima,01/02/22,2022,FLY,Flying fish,0.68199018,2308.348644
Covalima,01/02/22,2022,GZP,Garfish,0,0
Covalima,01/02/22,2022,LWX,Jobfish,0.034339101,116.2283847
Covalima,01/02/22,2022,MOO,Moonfish,0,0
Covalima,01/02/22,2022,MZZ,Other,0.559287662,1893.034465
Covalima,01/02/22,2022,RAX,Short bodied mackerel,0.28713007,971.8560851
Covalima,01/02/22,2022,SDX,Mackerel scad,0.01455205,49.25467523
Covalima,01/02/22,2022,SNA,Snapper/seaperch,0.621774468,2104.535067
Covalima,01/02/22,2022,TUN,Tuna/Bonito/Other Mackerel,0.006185839,20.93735831
Covalima,01/03/22,2022,BEN,Long tom,0,0
Covalima,01/03/22,2022,CGX,Jacks/Trevally/Other Scad,0.235174444,955.6269449
Covalima,01/03/22,2022,CJX,Fusilier,0,0
Covalima,01/03/22,2022,CLP,Sardines/pilchards,0.662307249,2691.273092
Covalima,01/03/22,2022,FLY,Flying fish,0.145849688,592.6574727
Covalima,01/03/22,2022,GZP,Garfish,0,0
Covalima,01/03/22,2022,LWX,Jobfish,0.003077561,12.50561116
Covalima,01/03/22,2022,MOO,Moonfish,0,0
Covalima,01/03/22,2022,MZZ,Other,0.210015512,853.3940956
Covalima,01/03/22,2022,RAX,Short bodied mackerel,0.314021241,1276.019425
Covalima,01/03/22,2022,SDX,Mackerel scad,1.598898718,6497.094972
Covalima,01/03/22,2022,SNA,Snapper/seaperch,0.182059222,739.7942344
Covalima,01/03/22,2022,TUN,Tuna/Bonito/Other Mackerel,0,0
Covalima,01/04/22,2022,BEN,Long tom,0.001074896,2.977549738
Covalima,01/04/22,2022,CGX,Jacks/Trevally/Other Scad,0.084010235,232.7152336
Covalima,01/04/22,2022,CJX,Fusilier,0,0
Covalima,01/04/22,2022,CLP,Sardines/pilchards,0.097866692,271.0987535
Covalima,01/04/22,2022,FLY,Flying fish,0,0
Covalima,01/04/22,2022,GZP,Garfish,0,0
Covalima,01/04/22,2022,LWX,Jobfish,0.046338468,128.3613522
Covalima,01/04/22,2022,MOO,Moonfish,0,0
Covalima,01/04/22,2022,MZZ,Other,0.081432019,225.5733624
Covalima,01/04/22,2022,RAX,Short bodied mackerel,0.58360555,1616.635181
Covalima,01/04/22,2022,SDX,Mackerel scad,5.934238649,16438.32719
Covalima,01/04/22,2022,SNA,Snapper/seaperch,0.13489182,373.6613905
Covalima,01/04/22,2022,TUN,Tuna/Bonito/Other Mackerel,0,0
Covalima,01/05/22,2022,BEN,Long tom,0,0
Covalima,01/05/22,2022,CGX,Jacks/Trevally/Other Scad,0.016765931,35.22673595
Covalima,01/05/22,2022,CJX,Fusilier,0,0
Covalima,01/05/22,2022,CLP,Sardines/pilchards,0.08496535,178.5198831
Covalima,01/05/22,2022,FLY,Flying fish,0,0
Covalima,01/05/22,2022,GZP,Garfish,0,0
Covalima,01/05/22,2022,LWX,Jobfish,0,0
Covalima,01/05/22,2022,MOO,Moonfish,0,0
Covalima,01/05/22,2022,MZZ,Other,0.054014277,113.4888797
Covalima,01/05/22,2022,RAX,Short bodied mackerel,0.710098895,1491.981981
Covalima,01/05/22,2022,SDX,Mackerel scad,1.88543491,3961.469212
Covalima,01/05/22,2022,SNA,Snapper/seaperch,0.03113113,65.40931884
Covalima,01/05/22,2022,TUN,Tuna/Bonito/Other Mackerel,0.004032924,8.473538712
Covalima,01/06/22,2022,BEN,Long tom,0,0
Covalima,01/06/22,2022,CGX,Jacks/Trevally/Other Scad,0,0
Covalima,01/06/22,2022,CJX,Fusilier,0,0
Covalima,01/06/22,2022,CLP,Sardines/pilchards,0.023763118,60.9994603
Covalima,01/06/22,2022,FLY,Flying fish,0,0
Covalima,01/06/22,2022,GZP,Garfish,0,0
Covalima,01/06/22,2022,LWX,Jobfish,0,0
Covalima,01/06/22,2022,MOO,Moonfish,0,0
Covalima,01/06/22,2022,MZZ,Other,0.060814368,156.1092968
Covalima,01/06/22,2022,RAX,Short bodied mackerel,1.173219507,3011.631576
Covalima,01/06/22,2022,SDX,Mackerel scad,3.976660698,10208.0104
Covalima,01/06/22,2022,SNA,Snapper/seaperch,0.039629015,101.7269084
Covalima,01/06/22,2022,TUN,Tuna/Bonito/Other Mackerel,0.03593759,92.25109323
Covalima,01/07/22,2022,BEN,Long tom,0.001229559,3.591288562
Covalima,01/07/22,2022,CGX,Jacks/Trevally/Other Scad,0.130591058,381.4296914
Covalima,01/07/22,2022,CJX,Fusilier,2.17E-04,0.632876474
Covalima,01/07/22,2022,CLP,Sardines/pilchards,0.769306049,2246.985153
Covalima,01/07/22,2022,FLY,Flying fish,0.04729061,138.1261714
Covalima,01/07/22,2022,GZP,Garfish,0.011028387,32.21165501
Covalima,01/07/22,2022,LWX,Jobfish,0.037797461,110.3986303
Covalima,01/07/22,2022,MOO,Moonfish,0.006574919,19.20398905
Covalima,01/07/22,2022,MZZ,Other,0.398441526,1163.765961
Covalima,01/07/22,2022,RAX,Short bodied mackerel,0.456903428,1334.521182
Covalima,01/07/22,2022,SDX,Mackerel scad,1.547160456,4518.938303
Covalima,01/07/22,2022,SNA,Snapper/seaperch,0.357972146,1045.563205
Covalima,01/07/22,2022,TUN,Tuna/Bonito/Other Mackerel,0.037270278,108.8588378
Covalima,01/08/22,2022,BEN,Long tom,0,0
Covalima,01/08/22,2022,CGX,Jacks/Trevally/Other Scad,0,0
Covalima,01/08/22,2022,CJX,Fusilier,0,0
Covalima,01/08/22,2022,CLP,Sardines/pilchards,0,0
Covalima,01/08/22,2022,FLY,Flying fish,0,0
Covalima,01/08/22,2022,GZP,Garfish,0,0
Covalima,01/08/22,2022,LWX,Jobfish,0,0
Covalima,01/08/22,2022,MOO,Moonfish,0,0
Covalima,01/08/22,2022,MZZ,Other,0,0
Covalima,01/08/22,2022,RAX,Short bodied mackerel,0,0
Covalima,01/08/22,2022,SDX,Mackerel scad,5.809663421,13115.57165
Covalima,01/08/22,2022,SNA,Snapper/seaperch,0,0
Covalima,01/08/22,2022,TUN,Tuna/Bonito/Other Mackerel,0,0
Covalima,01/09/22,2022,BEN,Long tom,0,0
Covalima,01/09/22,2022,CGX,Jacks/Trevally/Other Scad,0.011081116,30.9506797
Covalima,01/09/22,2022,CJX,Fusilier,0,0
Covalima,01/09/22,2022,CLP,Sardines/pilchards,0.193039373,539.1785267
Covalima,01/09/22,2022,FLY,Flying fish,0,0
Covalima,01/09/22,2022,GZP,Garfish,0,0
Covalima,01/09/22,2022,LWX,Jobfish,0,0
Covalima,01/09/22,2022,MOO,Moonfish,0,0
Covalima,01/09/22,2022,MZZ,Other,0,0
Covalima,01/09/22,2022,RAX,Short bodied mackerel,0.202637413,565.9868241
Covalima,01/09/22,2022,SDX,Mackerel scad,1.257477991,3512.263428
Covalima,01/09/22,2022,SNA,Snapper/seaperch,0.086141769,240.6026869
Covalima,01/09/22,2022,TUN,Tuna/Bonito/Other Mackerel,0,0
Covalima,01/10/22,2022,BEN,Long tom,8.39E-04,3.149656089
Covalima,01/10/22,2022,CGX,Jacks/Trevally/Other Scad,0.118651032,445.4750319
Covalima,01/10/22,2022,CJX,Fusilier,3.28E-04,1.230010972
Covalima,01/10/22,2022,CLP,Sardines/pilchards,0.641870411,2409.901007
Covalima,01/10/22,2022,FLY,Flying fish,0.029264862,109.8748577
Covalima,01/10/22,2022,GZP,Garfish,0.018929857,71.07210403
Covalima,01/10/22,2022,LWX,Jobfish,0.030806036,115.6611908
Covalima,01/10/22,2022,MOO,Moonfish,0.005798785,21.77152651
Covalima,01/10/22,2022,MZZ,Other,0.482030668,1809.783054
Covalima,01/10/22,2022,RAX,Short bodied mackerel,0.547946116,2057.262455
Covalima,01/10/22,2022,SDX,Mackerel scad,1.932159749,7254.289412
Covalima,01/10/22,2022,SNA,Snapper/seaperch,0.389974021,1464.156582
Covalima,01/10/22,2022,TUN,Tuna/Bonito/Other Mackerel,0.072859019,273.5490229
Covalima,01/11/22,2022,BEN,Long tom,6.80E-04,3.126162745
Covalima,01/11/22,2022,CGX,Jacks/Trevally/Other Scad,0.126319398,580.4219388
Covalima,01/11/22,2022,CJX,Fusilier,3.75E-04,1.720965867
Covalima,01/11/22,2022,CLP,Sardines/pilchards,0.540027283,2481.358266
Covalima,01/11/22,2022,FLY,Flying fish,0.031813423,146.1787249
Covalima,01/11/22,2022,GZP,Garfish,0.010598278,48.69776884
Covalima,01/11/22,2022,LWX,Jobfish,0.035899222,164.9524631
Covalima,01/11/22,2022,MOO,Moonfish,0.004998652,22.96818668
Covalima,01/11/22,2022,MZZ,Other,0.428275823,1967.874192
Covalima,01/11/22,2022,RAX,Short bodied mackerel,0.626526142,2878.809775
Covalima,01/11/22,2022,SDX,Mackerel scad,1.360660456,6252.065729
